x,y,orth.reg.n.observations,orth.reg.slope,orth.reg.intercept,orth.reg.ssq,orth.reg.mse,orth.reg.r.squared,deming.reg.slope,deming.reg.slope.lower.ci,deming.reg.slope.upper.ci,deming.reg.intercept,deming.reg.intercept.lower.ci,deming.reg.intercept.upper.ci,reg.n.observations,reg.slope,reg.intercept,reg.r.squared,reg.r.pearson,reg.r.pvalue,reg.df
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,INVERT:LC50:1:Mortality,86,0.902586819606011,0.597385028345468,56.2632170676451,1.18719507456747,0.714745879531562,0.902572440759141,0.71350559318623,1.09163928833205,0.59737474815446,0.378771753830742,0.815977742478178,86,0.663,0.426,0.508,0.713,0,84
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,FISH:EC50:2:Mortality,31,1.02049399130137,0.294747042039058,21.9581310339651,1.44598400182475,0.749472842744867,1.02050474111486,0.757802325404115,1.2832071568256,0.294750505321677,-0.111683873368983,0.701184884012335,31,0.761,0.211,0.562,0.749,0,29
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,FISH:EC50:4:Mortality/Growth,64,0.698764157845359,0.573258406478794,71.9935248458251,1.67415469203747,0.534566065056643,0.698768655750172,0.361413737965545,1.0361235735348,0.573262597688429,0.179860188427456,0.966665006949402,64,0.424,0.317,0.261,0.511,0,62
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,AMPHIB:EC50:4:Mortality/Growth,8,-0.841303552671534,-2.22570076584621,0.35903619906372,0.0766448786471566,0.866282081393992,-0.841302905926146,-1.37107523896818,-0.31153057288411,-2.22569924779763,-3.60170252507221,-0.849695970523048,8,-0.743,-1.996,0.745,-0.863,0.006,6
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,INVERT:EC50:2:Mortality/Growth,53,1.02057625030364,0.0188767415438946,20.4181397862244,0.786512863336285,0.864084128926725,1.02057190737725,0.865464133070756,1.17567968168375,0.0188726420431815,-0.215138598740454,0.252883882826817,53,0.879,-0.114,0.747,0.864,0,51
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,INVERT:EC50:4:Mortality/Growth,55,1.08092806124755,0.279873322202233,39.7738092633359,1.56810446749522,0.760864175983441,1.08093395983469,0.816941083552437,1.34492683611694,0.279879017701234,-0.129618912251718,0.689376947654185,55,0.806,0.015,0.577,0.76,0,53
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,INVERT:LC50:1.1:Mortality,23,1.15072143030148,0.31346701518317,3.2442143699575,0.327829245834035,0.947531689678092,1.15073449815372,0.961327514460414,1.34014148184703,0.313490241608372,-0.152520300359168,0.779500783575912,23,1.081,0.19,0.896,0.947,0,21
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,FISH:LD50:2:Mortality,9,0.768828251666082,0.738392428421476,7.85301019286081,1.38832222454068,0.67748836401066,0.768829938889925,0.2671258897374,1.27053398804245,0.738394679523249,-0.451072321612468,1.92786168065897,9,0.558,0.457,0.442,0.665,0.051,7
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,AMPHIB:LC50:2:Mortality,21,-0.248810955907765,-0.194826435522327,18.9276045621108,0.957112082351765,0.383226958701352,-0.248809325332832,-0.846653753101751,0.349035102436087,-0.194823799306885,-1.54812211855545,1.15847451994168,21,-0.134,-0.009,0.036,-0.191,0.407,19
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,INVERT:EC10:2:Reproduction,6,0.752718040778651,-0.421812045601282,0.559309088388989,0.146034153334377,0.926778652838077,0.752711874343727,0.299375641371987,1.20604810731547,-0.421810819811023,-0.887598827814092,0.0439771881920455,6,0.709,-0.413,0.849,0.921,0.009,4
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,INVERT:NOEC:2:Reproduction,10,0.638009532793687,0.12592108854563,4.57874559681878,0.644255221509694,0.704116808994273,0.637994473446928,-0.290177595961976,1.56616654285583,0.125919287385155,-0.589391769274168,0.841230344044477,10,0.492,0.109,0.447,0.669,0.035,8
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,INVERT:EC20:2:Reproduction,7,0.736550547860994,-0.120450290549408,0.847701356895268,0.186797861529894,0.890127454055399,0.736535681346195,0.431671441056501,1.04139992163589,-0.120448238455505,-0.508767732750965,0.267871255839955,7,0.673,-0.112,0.777,0.881,0.009,5
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,INVERT:EC50:2:Reproduction,11,0.412890297660687,0.76291484525314,6.23053499549769,0.662973329054958,0.668271300943332,0.412881896635555,-0.166610557439976,0.992374350711086,0.762911630671221,0.176340336466579,1.34948292487586,11,0.32,0.727,0.287,0.535,0.09,9
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,INVERT:LC50:5:Mortality,19,1.55184012862886,1.19260314069785,12.2207163802453,2.19214424754022,0.402116552343333,1.5518534647476,-0.829971769230895,3.9336786987261,1.19263171709611,-3.89804531708266,6.28330875127488,19,0.439,-1.192,0.138,0.371,0.117,17
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,FISH:LC50:5:Mortality,24,1.13779904346778,1.39060921107734,40.4997631830061,3.87209235279958,0.479623874094653,1.13781144807998,-0.472749426684839,2.7483723228448,1.39062474596376,-1.15046032986631,3.93170982179384,24,0.507,0.6,0.227,0.477,0.019,22
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,ALGAE:NOEC:1:Population,21,-1.11304399286139,-1.39962031810208,23.0473437042126,2.45713979260659,0.424185659524594,-1.11304368144848,-2.00647661729001,-0.219610745606954,-1.39962019305181,-2.12785271551044,-0.671387670593179,21,-0.442,-1.13,0.178,-0.422,0.057,19
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,ALGAE:NOEC:2:Population,13,0.0539033429649115,0.0773246390505916,11.31256604495,0.872725807831048,0.575138490402827,0.0539124279182448,-0.235911495928217,0.343736351764706,0.0773301032068468,-0.564270172011569,0.718930378425263,13,0.039,0.069,0.006,0.075,0.807,11
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,ALGAE:NOEC:3:Population,24,0.127998604829837,-0.173877656419134,23.889106234686,1.01168736745681,0.466511800321673,0.127998083718439,-0.288812455649019,0.544808623085897,-0.173877964325593,-0.716316146650307,0.368560217999121,24,0.081,-0.202,0.017,0.132,0.54,22
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,ALGAE:NOEC:4:Population,39,-0.147657244749962,-0.493427015509561,65.0753094361593,1.70497754891283,0.224376564415584,-0.147658206553199,-0.956784476837063,0.661468063730665,-0.493427616563862,-1.12417297957256,0.137317746444831,39,-0.053,-0.435,0.004,-0.066,0.688,37
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,FISH:EC50:4:Intoxication,9,0.342114190592362,0.819036925901938,4.91165541293285,0.609613996916435,0.688541499161362,0.342116078577684,-0.0769664051208409,0.76119856227621,0.819038310006116,0.184595786335122,1.45348083367711,9,0.273,0.768,0.253,0.503,0.168,7
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,FISH:EC50:2:Intoxication,8,1.07281244806263,1.380147469982,9.58004538298208,2.5757467440226,0.422364635773168,1.07281059197462,-2.92395250710918,5.06957369105841,1.38014488140001,-6.02159972008134,8.78188948288137,8,0.434,0.489,0.178,0.422,0.298,6
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,FISH:LD50:4:Mortality,14,0.12131003570463,0.638440429974571,15.5742163482664,1.12881488993772,0.390768194316237,0.121325924337401,-0.437775213699439,0.680427062374241,0.638467795518335,-0.459949191991912,1.73688478302858,14,0.068,0.546,0.01,0.101,0.731,12
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,"INVERT:EC50:2:Intoxication, Immobile",28,1.13588995115737,0.0913589494676331,6.32919052031089,0.517692969750472,0.88538512493005,1.13590737003936,0.672583040438413,1.59923169964031,0.0913603065810797,-0.233676790411597,0.416397403573756,28,0.989,0.08,0.781,0.884,0,26
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,"INVERT:LC50:4:Mortality, Mortality",25,1.17565260189718,0.319864515910617,21.1554516540139,2.01582601640984,0.667950803768403,1.17564696531647,0.595117488180419,1.75617644245253,0.319858511628784,-0.462688003081723,1.10240502633929,25,0.738,-0.146,0.44,0.663,0,23
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,"FISH:LC50:2:Mortality, Mortality",23,0.747417171946741,0.441470506895781,25.7727975468303,1.74653556697834,0.411706976584077,0.747422119923517,-0.209653201264684,1.70449744111172,0.441470604532074,-0.188894959284923,1.07183616834907,23,0.354,0.434,0.158,0.398,0.06,21
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,ALGAE:IC50:4:Population,12,-0.479056507302979,-0.804825649760098,13.7707749284898,1.41092506749224,0.510504338897129,-0.479052166007911,-1.10640283181691,0.148298499801084,-0.804821577735631,-1.82870983940149,0.219066683930223,12,-0.301,-0.638,0.176,-0.42,0.174,10
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,"INVERT:NOEC:21:Reproduction: Change in male and/or female reproductive ability, fertilization and fertilization rate. Includes vegetative reproductive processes.",38,0.928107058307547,-1.11826655604494,16.2312176426694,0.795065997620656,0.830435317975739,0.928108412389601,0.6750961239385,1.1811207008407,-1.11826673741419,-1.43707688054995,-0.799456594278437,38,0.78,-1.098,0.688,0.83,0,36
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,ALGAE:EC50:2:Population Growth: Rate of growth. Equivalent to intrinsic rate of increase and maximum possible rate of growth for species. Calculated by relating biomass or abundance to time. Life table data and germination rates are included.,11,0.18588241874822,0.219634680796991,21.4714751032369,2.01939667141753,0.196359786203912,0.185883651999903,-1.74472723696103,2.11649454096083,0.219635642050158,-1.42534006418275,1.86461134828306,11,0.06,0.121,0.005,0.072,0.834,9
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,INVERT:NOEC:21:Growth,24,1.27182457461871,-0.516081048099476,14.5873134225502,1.59095181392684,0.795400736425729,1.27182436822946,0.711393303855779,1.83225543260314,-0.516081110311188,-1.149360813622,0.117198592999626,24,0.952,-0.613,0.619,0.787,0,22
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,"ALGAE:EC10:2:Population, Population growth rate",11,-1.33474110608994,0.412394232714671,8.38839492314607,2.12114583424071,0.465943873901867,-1.33473976621923,-6.49712988058131,3.82765034814286,0.412393662315049,-3.9265455198452,4.7513328444753,11,-0.515,0.063,0.203,-0.451,0.164,9
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,FISH:NOEC:90:Mortality/Growth,10,0.509315297401983,-1.09447293533841,4.09220742321098,0.515373450853183,0.754929912635483,0.509315633253205,0.140906040620957,0.877725225885452,-1.09447254787688,-1.70387770796262,-0.485067387791145,10,0.423,-1.194,0.464,0.681,0.03,8
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,FISH:NOEC:35:Mortality/Growth,12,1.30865824419382,-1.0182694720514,7.5168307708085,1.6991710767268,0.706836001530015,1.30866466684172,-0.0622358432211592,2.67956517690461,-1.01826815587293,-1.98702428246954,-0.0495120292763176,12,0.838,-1.115,0.482,0.694,0.012,10
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,INVERT:NOEC:21:Mortality/Growth,32,1.09366740818512,-1.04991984688338,17.2623802909639,1.18468932363302,0.809220259095205,1.09367921089387,0.815983084045965,1.37137533774177,-1.04990895577085,-1.55142338458209,-0.548394526959611,32,0.869,-1.257,0.653,0.808,0,30
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,ALGAE:EC50:1:Population,38,-17.6459624948817,-1.77994184649706,54.9157209975375,451.436118585428,0.104784584132762,-17.6459637962262,-625.66099182545,590.369064232997,-1.7799419887761,-75.8017944759748,72.2419104984226,38,-0.013,0.148,0,-0.012,0.943,36
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,AMPHIB:LC50:4:Mortality,25,0.459604186479221,0.368208317288549,22.1945864010333,1.07531528946745,0.435979541575032,0.459606400561911,-0.0159840321734013,0.935196833297224,0.368210004334702,0.0444173267807834,0.69200268188862,25,0.258,0.214,0.119,0.345,0.091,23
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,FISH:NOEC:35:Growth,8,0.62481797130767,-0.67776807145421,1.78141836424247,0.309609954403977,0.848699427271351,0.624818694605164,0.23614762757943,1.0134897616309,-0.67776806939016,-1.17761873568073,-0.177917403099591,8,0.556,-0.678,0.675,0.822,0.012,6
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,INVERT:LC50:1:Intoxication,32,0.917850574338974,0.3874434803897,4.04339713697825,0.232804867133056,0.962802342031291,0.917854124967168,0.818634473521534,1.0170737764128,0.38744383802257,0.211066011335848,0.563821664709293,32,0.886,0.384,0.926,0.963,0,30
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,FISH:NOEC:32:Growth,21,0.47739615503911,-0.378732551197733,13.5343809031361,0.791379154957354,0.62340034907468,0.477382712108538,0.138198696341575,0.816566727875502,-0.378744540923519,-0.6415633830714,-0.115925698775638,21,0.348,-0.494,0.278,0.527,0.014,19
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,FISH:NOEC:33:Growth,5,0.28796438522591,-0.699654342286747,1.31851385004624,0.28556992327178,0.777915741731897,0.287963661623552,-0.233915293494893,0.809842616741997,-0.699655335113809,-1.66110915649693,0.261798486269315,5,0.249,-0.753,0.302,0.55,0.337,3
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,FISH:NOEC:90:Growth,15,0.819281662593177,-0.929714544748426,8.51138230498038,0.948294208410311,0.551564432559282,0.819290178280238,-0.183979090405977,1.82255944696645,-0.929710887278973,-1.41936808442665,-0.440053690131301,15,0.488,-1.072,0.296,0.544,0.036,13
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,FISH:NOEC:30:Mortality,21,0.55881155397391,-0.509916934380766,13.9587664781091,0.872270257697383,0.566939205841829,0.558824475197157,-0.251477488662065,1.36912643905638,-0.509913031259523,-0.864116943703044,-0.155709118816003,21,0.372,-0.566,0.256,0.506,0.019,19
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,FISH:NOEC:35:Mortality,8,0.560046829952311,-0.242159941692788,5.09195656297164,0.836132652887427,0.706895438696243,0.560039178450244,-0.18405627634864,1.30413463324913,-0.242166266713639,-0.846814208491833,0.362481675064555,8,0.44,-0.341,0.421,0.649,0.082,6
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,FISH:NOEC:28:Growth,13,1.11207599148061,-0.579929875628271,10.4311159856227,1.79472406480721,0.648647438431082,1.11205812202804,0.0316741578265094,2.19244208622958,-0.579933835910688,-1.41938240962726,0.259514737805882,13,0.693,-0.673,0.418,0.647,0.017,11
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,FISH:NOEC:30:Growth,17,0.29828918668044,-0.372531212202538,2.71301772812291,0.173788963777531,0.884436459464133,0.29828830978756,0.131174180461771,0.465402439113349,-0.372531586268198,-0.584721122783951,-0.160342049752445,17,0.278,-0.381,0.519,0.72,0.001,15
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,FISH:NOEC:60:Growth,11,0.311288036165423,-0.788806933819978,7.44070634914928,0.741973871910251,0.509351653522961,0.311284917980179,-0.245807077830415,0.868376913790772,-0.788808687735442,-1.50959559947247,-0.0680217759984098,11,0.204,-0.849,0.101,0.318,0.34,9
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,FISH:NOEC:7:Mortality,18,0.789031451478913,-0.219383248970185,16.4852788429719,1.48602940563466,0.54130086109537,0.789031726254105,0.203360634877473,1.37470281763074,-0.219383179697831,-0.773881516977626,0.335115157581965,18,0.468,-0.3,0.282,0.531,0.023,16
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,ALGAE:EC50:2:Biomass: Productivity measurement equivalent to yield and standing crop. Total mass or weight of a living organism per area or volume measure either directly through dry weight or indirectly.,22,0.697730998031766,0.444443006050617,3.95582284749512,0.267346833229518,0.759870604532474,0.697725158719176,0.398629086513621,0.996821230924731,0.444448942661261,-0.0144132539959352,0.903311139318456,22,0.565,0.579,0.546,0.739,0,20
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,INVERT:EC50:2:Population Growth: Rate of growth. Equivalent to intrinsic rate of increase and maximum possible rate of growth for species. Calculated by relating biomass or abundance to time. Life table data and germination rates are included.,14,0.765640044091619,1.45908543836279,3.91667600119139,0.443760699417156,0.76258178838793,0.765643087957666,-0.155119242242646,1.68640541815798,1.45908416380822,0.597279869982972,2.32088845763346,14,0.614,1.523,0.564,0.751,0.002,12
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,ALGAE:EC50:4:Population,66,0.159266119824023,0.285159917658796,112.082310747074,1.74129328290915,0.170966098287652,0.159265991500244,-0.745727836449096,1.06425981944958,0.285159901302934,-0.0368701512904994,0.607189953896368,66,0.046,0.271,0.003,0.054,0.668,64
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,ALGAE:EC50:3:Population,48,-0.171750657607455,0.435500338162593,76.0004729868202,1.63004910118031,0.224663374944526,-0.171750643587299,-1.03022135738606,0.686720070211461,0.435500339488358,0.049314195513347,0.82168648346337,48,-0.062,0.446,0.006,-0.077,0.604,46
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,ALGAE:EC50:2:Population,46,0.552221788277757,0.53059369585317,39.6274937069399,1.12417074911502,0.518806188902963,0.552212111108523,0.13298357958893,0.971440642628116,0.530594768952877,0.164131035354094,0.89705850255166,46,0.344,0.554,0.209,0.457,0.001,44
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,ALGAE:EC50:4:Photosynthesis: Change in plant productivity indicated by change in 14C or CO2 uptake or oxygen production.,19,3.25656007762087,-1.32563559632617,6.03935707356792,3.688834068276,0.792128229326796,3.25656540043852,0.465047736352227,6.04808306452481,-1.32563778834409,-2.85052305156357,0.199247474875386,19,1.291,-0.516,0.347,0.589,0.008,17
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,INVERT:LD50:2:Mortality,7,1.36781929823921,3.27405425326051,5.26884160031596,2.16092478285862,0.351262839934762,1.36782172568604,-3.62572366033558,6.36136711170766,3.27405968682795,-7.82447516804844,14.3725945417043,7,0.375,1.051,0.113,0.337,0.46,5
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,ALGAE:NOEC:10:Population,7,-0.231628581249401,0.230550703613651,5.52434109855142,0.831533134339722,0.509769791714883,-0.231616479754204,-1.58101308980344,1.11778013029503,0.230566641276797,-1.92858654060906,2.38971982316265,7,-0.154,0.333,0.064,-0.252,0.585,5
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,ALGAE:EC50:4:Mortality/Growth,16,-0.401786669462251,-0.79114903262622,14.5378122636645,1.0552930028408,0.633843711015386,-0.401789058228867,-0.86139099470987,0.0578128782521363,-0.791150363380018,-1.3613150239676,-0.220985702792436,16,-0.301,-0.735,0.243,-0.493,0.052,14
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,INVERT:LC50:2:Intoxication,8,0.848026453988322,0.097745653653163,0.518025208212166,0.111320306200166,0.96146545201189,0.848040065569214,0.582034134172313,1.11404599696612,0.0977816323415094,-0.612490654492812,0.808053919175831,8,0.82,0.023,0.923,0.96,0,6
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,FISH:LC50:6:Mortality,21,0.621784643606678,0.791809693444909,24.48203555445,1.61653265304354,0.581126996002004,0.621786363885791,0.12546306477391,1.11810966299767,0.791811993434419,0.013514290140045,1.57010969672879,21,0.415,0.515,0.291,0.539,0.012,19
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,ALGAE:EC50:4:Growth,39,1.24644194173903,-0.0877454866584813,26.2136671485307,1.71640203948621,0.485881625506675,1.24644091225409,0.472206298110186,2.02067552639799,-0.0877451920809508,-0.664112787366958,0.488622403205057,39,0.53,0.117,0.228,0.477,0.002,37
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,INVERT:NOEC:28:Mortality/Growth,10,1.84258345731722,-0.185218943966752,3.99268241553557,1.75482935722747,0.832686598810391,1.84257803035364,0.927233321700979,2.75792273900631,-0.185226913131419,-2.20755708122227,1.83710325495943,10,1.278,-1.014,0.614,0.783,0.007,8
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,ALGAE:NOEC:4:Mortality/Growth,21,-0.639699968330176,-1.43734276802664,27.9915075065235,1.87838483939897,0.196819261154496,-0.639698370288915,-2.58995360597054,1.31055686539271,-1.43734302627577,-2.46246591737074,-0.41222013518079,21,-0.165,-1.514,0.032,-0.179,0.437,19
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,ALGAE:NOEC:5:Mortality/Growth,12,1.27211999160245,-1.37361919388608,21.0811187531716,4.59970559124984,0.274007529704395,1.27211022768779,-5.00892409779676,7.55314455317234,-1.37361773081809,-4.33666150592542,1.58942604428924,12,0.285,-1.226,0.071,0.267,0.402,10
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,ALGAE:NOEL:4:Population,12,-0.983478848764994,-1.1734110130948,16.4467030207621,2.69620485063163,0.295781554400374,-0.983498900608495,-2.95509917401752,0.988101372800526,-1.17341365480195,-2.34269314995956,-0.00413415964433583,12,-0.294,-1.083,0.087,-0.296,0.351,10
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,INVERT:NOEC:14:Reproduction,10,0.905017201808477,-0.592914841316629,2.60111557213053,0.473157524080875,0.904011106588405,0.904997810560812,0.448812601779416,1.36118301934221,-0.592921278237185,-1.13411741450488,-0.0517251419694923,10,0.825,-0.619,0.816,0.903,0,8
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,INVERT:NOEC:28:Mortality,6,0.759637220012475,-1.1113882723549,1.36995575288996,0.360081157901852,0.909670920925745,0.759641781542159,0.0475733769271307,1.47171018615719,-1.11138076776856,-2.60803004929739,0.385268513760271,6,0.704,-1.202,0.817,0.904,0.013,4
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,INVERT:LC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,6,1.44117730173371,1.4759010173553,0.65726662178273,0.337067357828801,0.785118993508276,1.44117642209406,-3.63245839766328,6.51481124185141,1.47589886073701,-12.5056550822862,15.4574528037602,6,1.014,0.429,0.585,0.765,0.076,4
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,INVERT:NOEC:14:Mortality,11,1.54003047838015,0.806249922381174,5.36468698971276,1.64437111463317,0.857280983529767,1.54004763629463,0.955861289501467,2.12423398308779,0.806268443751291,-0.378615368141049,1.99115225564363,11,1.203,0.442,0.698,0.836,0.001,9
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,INVERT:EC50:4:Mortality,11,1.09734788032949,-0.211369627425273,1.69047440031151,0.338736087831154,0.920224124551986,1.09736009256345,0.534816880912703,1.65990330421419,-0.211371492331083,-0.749801426975847,0.327058442313681,11,1.002,-0.197,0.846,0.92,0,9
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,FISH:NOEC:28:Mortality/Growth,5,1.53424224143553,1.95252889371893,6.18418980825424,4.14822991863757,0.489572452017277,1.53424341762941,-11.4918876992338,14.5603745344926,1.95253170643242,-36.9380074678083,40.8430708806732,5,0.558,-0.381,0.209,0.457,0.439,3
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,INVERT:EC50:1:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,12,-0.0348432108537512,-2.02193899180054,3.69948907565098,0.308665036494269,0.703300856946306,-0.0348505278739929,-0.431030139127156,0.36132908337917,-2.02195402889535,-2.98881754392558,-1.05509051386512,12,-0.029,-2.009,0.005,-0.069,0.832,10
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,"INVERT:EC50:2:Development: Change in ability to grow to a more mature life stage and in time between separate life stages, molting, ability to germinate and cell cleavage.",19,0.972793546797702,1.17883809838996,24.0557080234994,2.46422530940543,0.505479407817379,0.972790001343842,0.206438025851505,1.73914197683618,1.17883441120897,0.323389104639241,2.0342797177787,19,0.498,0.685,0.255,0.505,0.027,17
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,FISH:EC50:3:Mortality,10,0.518910376346422,0.406547064069829,8.24548192873525,1.04657261809281,0.529381704523591,0.518908350013774,0.0151724991498482,1.0226442008777,0.406545529449187,-0.176927703105098,0.990018762003471,10,0.332,0.265,0.207,0.454,0.187,8
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,INVERT:LC50:3:Mortality,27,1.05811061464835,0.75015415961631,21.9839303896988,1.72581838841732,0.719743744063791,1.05812719895674,0.720770127889512,1.39548427002396,0.750172214340713,0.253678481974417,1.24666594670701,27,0.749,0.414,0.517,0.719,0,25
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,INVERT:EC50:1:Mortality,20,1.24448421821798,0.577837445695604,7.36025149943692,0.93796872708278,0.833503425409748,1.24448000652448,0.891051947420578,1.59790806562837,0.577836753849948,0.112579542864913,1.04309396483498,20,0.992,0.536,0.685,0.827,0,18
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,"INVERT:MATC:21:Reproduction: Change in male and/or female reproductive ability, fertilization and fertilization rate. Includes vegetative reproductive processes.",10,1.22212226973335,-0.903293455074183,1.48827618155803,0.371113995075556,0.892606753574579,1.22210692350826,0.916033182396193,1.52818066462032,-0.903293677905935,-1.34335579903327,-0.4632315567786,10,1.063,-0.906,0.79,0.889,0.001,8
INVERT:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,FISH:NOEC:29:Mortality,6,0.941522912980745,-0.274172254895813,2.19844057372169,0.691213677792987,0.808781887435548,0.941526163969293,0.357044169651302,1.52600815828728,-0.27416875932973,-0.882163085753455,0.333825567093996,6,0.77,-0.459,0.653,0.808,0.052,4
