x,y,orth.reg.n.observations,orth.reg.slope,orth.reg.intercept,orth.reg.ssq,orth.reg.mse,orth.reg.r.squared,deming.reg.slope,deming.reg.slope.lower.ci,deming.reg.slope.upper.ci,deming.reg.intercept,deming.reg.intercept.lower.ci,deming.reg.intercept.upper.ci,reg.n.observations,reg.slope,reg.intercept,reg.r.squared,reg.r.pearson,reg.r.pvalue,reg.df
INVERT:EC50:1:Intoxication,ALGAE:NOEC:3:Population,31,0.327755476661898,-0.260949280592856,35.9583129583548,1.28455117011056,0.391475749138164,0.327760822991565,-0.190521802652442,0.846043448635572,-0.260952419444813,-0.826927427894449,0.305022589004822,31,0.176,-0.172,0.06,0.244,0.186,29
INVERT:EC50:1:Intoxication,ALGAE:NOEC:4:Population,36,0.361328550529081,-0.426676004593604,51.325353147313,1.61184180835825,0.276149096363874,0.361335537565391,-0.38302623211575,1.10569730724653,-0.426677147744317,-0.927476296551907,0.0741220010632732,36,0.146,-0.391,0.033,0.181,0.292,34
INVERT:EC50:1:Intoxication,FISH:EC50:4:Intoxication,8,0.36157444431198,0.512062171351273,5.27061060906682,0.744958696608742,0.616128015472078,0.361557046796031,-0.509008109096158,1.23212220268822,0.51207165017028,-0.759901508414981,1.78404480875554,8,0.267,0.563,0.2,0.447,0.266,6
INVERT:EC50:1:Intoxication,FISH:EC50:2:Intoxication,8,0.970744026649128,0.733316075297844,8.60580962601047,2.08943029917333,0.553779909888858,0.970724315725386,-0.359763717671123,2.3012123491219,0.733301251460115,-0.557823022722952,2.02442552564318,8,0.545,0.413,0.306,0.554,0.155,6
INVERT:EC50:1:Intoxication,FISH:LD50:4:Mortality,11,0.220499499376563,0.592916625854236,12.9914718983628,1.23846524015828,0.50989142492388,0.220500114267126,-0.19173145283725,0.632731681371502,0.592917156809207,-0.0864058908567481,1.27224020447516,11,0.147,0.529,0.059,0.242,0.474,9
INVERT:EC50:1:Intoxication,"INVERT:EC50:2:Intoxication, Immobile",28,1.13147769475681,-0.473826646195186,4.23758725445653,0.345097267051675,0.946438588550036,1.13148981395442,0.980078301825852,1.28290132608298,-0.473832542817136,-0.736462782754079,-0.211202302880193,28,1.063,-0.44,0.894,0.946,0,26
INVERT:EC50:1:Intoxication,"INVERT:LC50:4:Mortality, Mortality",24,1.06366273343403,-0.424898374234141,17.6078230375717,1.56370557825503,0.734545071702498,1.06367589035584,0.696510055700927,1.43084172501075,-0.424895688330715,-0.919111872392155,0.0693204957307256,24,0.768,-0.485,0.539,0.734,0,22
INVERT:EC50:1:Intoxication,"FISH:LC50:2:Mortality, Mortality",23,0.560972253883656,0.231238580340049,28.4817955203551,1.62803165388728,0.276589397421074,0.560974253224382,-0.830807210956781,1.95275571740555,0.231237949817136,-0.81833373805592,1.28080963769019,23,0.206,0.343,0.057,0.239,0.273,21
INVERT:EC50:1:Intoxication,ALGAE:IC50:4:Population,11,-0.5575315462737,-0.400463259976271,20.6992278536472,2.46667321254041,0.267302991120582,-0.557534289150531,-2.22008235931541,1.10501378101435,-0.400463005641507,-1.67796308261606,0.877037071333046,11,-0.199,-0.434,0.053,-0.23,0.497,9
INVERT:EC50:1:Intoxication,"INVERT:NOEC:21:Reproduction: Change in male and/or female reproductive ability, fertilization and fertilization rate. Includes vegetative reproductive processes.",36,1.02194772487425,-1.42806755097595,11.5129052403705,0.653797789746651,0.858432284667201,1.02194589652776,0.724251192686737,1.31964060036879,-1.42806661912944,-1.80886642500268,-1.04726681325621,36,0.875,-1.353,0.737,0.858,0,34
INVERT:EC50:1:Intoxication,ALGAE:EC50:2:Population Growth: Rate of growth. Equivalent to intrinsic rate of increase and maximum possible rate of growth for species. Calculated by relating biomass or abundance to time. Life table data and germination rates are included.,11,0.621935465220981,-0.199554056070311,16.7440908233037,2.11097886275702,0.234291947274281,0.621941310077845,-3.21771695332302,4.46159957347871,-0.199553396907157,-1.73462143322308,1.33551463940876,11,0.19,-0.248,0.045,0.211,0.533,9
INVERT:EC50:1:Intoxication,INVERT:NOEC:21:Growth,30,1.03134158233664,-1.13746349655525,6.33277736716642,0.435624463835005,0.935252791743825,1.03134959643899,0.854087461704649,1.20861173117333,-1.13746762951365,-1.44193882171175,-0.832996437315556,30,0.963,-1.102,0.875,0.935,0,28
INVERT:EC50:1:Intoxication,"ALGAE:EC10:2:Population, Population growth rate",23,0.827673080764577,-0.514789625392157,28.0020956992405,2.05150990192138,0.125310467792233,0.827672428845263,-2.55186161399103,4.20720647168156,-0.514789011033832,-4.50854732271988,3.47896930065221,23,0.12,0.152,0.015,0.123,0.576,21
INVERT:EC50:1:Intoxication,FISH:NOEC:90:Mortality/Growth,5,0.488320632782542,-1.34953507898124,2.01667198915029,0.499512324628591,0.697402427364562,0.488304151455888,-0.255259162441243,1.23186746535302,-1.34955206368675,-2.99725651181867,0.298152384445179,5,0.385,-1.456,0.371,0.609,0.276,3
INVERT:EC50:1:Intoxication,FISH:NOEC:35:Mortality/Growth,13,0.91124434424631,-1.52708093771305,6.50607330308377,0.916038232769709,0.834816104354532,0.911245688634674,0.46983667506716,1.35265470220219,-1.5270809923686,-2.1616260314218,-0.89253595331541,13,0.772,-1.521,0.695,0.834,0,11
INVERT:EC50:1:Intoxication,INVERT:NOEC:21:Mortality/Growth,22,1.14714630499615,-1.56014423681908,7.89908933686389,0.831538802300469,0.891293431769259,1.14716433199914,0.835791154338295,1.45853750965999,-1.56014142674353,-1.97932764460903,-1.14095520887802,22,1.005,-1.582,0.791,0.89,0,20
INVERT:EC50:1:Intoxication,ALGAE:NOEC:9:Population,5,-0.731571792527025,-1.17565494635394,2.00304994596302,0.615015368802445,0.862027489071185,-0.731572942579881,-1.7002875321144,0.237141646954636,-1.17565534760353,-2.85521476671364,0.503904071506574,5,-0.652,-1.148,0.724,-0.851,0.067,3
INVERT:EC50:1:Intoxication,ALGAE:EC50:1:Population,35,2.99522492634865,-0.403564343807314,61.6090690419917,17.5521990895694,0.0610425218405004,2.99524235456083,-52.9651483509334,58.955633060055,-0.403567816422374,-13.9276065471946,13.1204709143499,35,0.039,0.186,0.001,0.037,0.834,33
INVERT:EC50:1:Intoxication,AMPHIB:LC50:4:Mortality,22,0.538679828640948,0.117155571123114,19.8997160136774,1.1670061439813,0.593208907361313,0.538669779351618,0.168579404304325,0.90876015439891,0.117157823768337,-0.448228015472995,0.682543663009669,22,0.373,0.154,0.275,0.524,0.012,20
INVERT:EC50:1:Intoxication,FISH:NOEC:35:Growth,9,9.10277273894294,-8.26675484049594,10.7742752110116,100.392866629238,0.539577550138511,9.10277806018498,-29.0512673305673,47.2568234509372,-8.26675899013943,-45.1590313212612,28.6255133409823,9,0.247,-1.361,0.019,0.138,0.724,7
INVERT:EC50:1:Intoxication,INVERT:LC50:1:Intoxication,28,1.0818322404374,0.0841822345546852,4.21871450986604,0.327004765263217,0.937462376422625,1.08184247660261,0.864261675782238,1.29942327742298,0.0841766258318724,-0.223663244779014,0.392016496442758,28,1.009,0.124,0.878,0.937,0,26
INVERT:EC50:1:Intoxication,FISH:NOEC:32:Growth,19,0.684289934607971,-0.627446866540055,14.6221323548924,1.12994660649451,0.458517470371108,0.684291613079669,0.0359392621042265,1.33264396405511,-0.627446210768698,-1.00633312430775,-0.248559297229646,19,0.367,-0.752,0.188,0.433,0.064,17
INVERT:EC50:1:Intoxication,FISH:NOEC:33:Growth,5,0.290703862608147,-0.551531060358771,1.40445069643888,0.304627809839497,0.714484162947395,0.290685366752799,-0.468248397028441,1.04961913053404,-0.551536486655698,-1.26745543742539,0.164382464113994,5,0.239,-0.567,0.231,0.48,0.413,3
INVERT:EC50:1:Intoxication,FISH:NOEC:90:Growth,17,1.52564295213781,-2.09186466557606,23.21227732367,4.54357992584394,0.300693250299629,1.52564254641716,-4.47121983080609,7.52250492364042,-2.09186447457465,-6.91927821435306,2.73554926520376,17,0.313,-1.521,0.077,0.278,0.28,15
INVERT:EC50:1:Intoxication,FISH:NOEC:30:Mortality,20,2.42899998664359,-1.33454838973052,14.2458340959844,4.91484192085713,0.579082405097052,2.42898477019023,-3.80480798762835,8.66277752800882,-1.33454575708413,-3.86975061383523,1.20065909966698,20,0.692,-1.034,0.2,0.447,0.048,18
INVERT:EC50:1:Intoxication,FISH:NOEC:35:Mortality,8,0.844515806169478,-0.559233415017389,7.34551367013128,1.57304813099976,0.638484625567046,0.844519487661652,-0.587756280510037,2.27679525583334,-0.559232618092035,-1.7163263273286,0.597861091144526,8,0.569,-0.619,0.401,0.633,0.092,6
INVERT:EC50:1:Intoxication,FISH:NOEC:28:Growth,17,1.31107663036447,-1.86184534869882,16.9462498408222,2.710325313831,0.594479677861032,1.3110608281829,-0.00701033911919602,2.629131995485,-1.86183521109098,-3.60300646088916,-0.120663961292803,17,0.68,-1.457,0.337,0.581,0.015,15
INVERT:EC50:1:Intoxication,FISH:NOEC:30:Growth,16,4.96140288493154,-2.75932122947447,16.1452683096262,25.8480887794366,0.168792338926612,4.96140030028974,-39.6109036299349,49.5337042305144,-2.75932012040283,-25.3162647405159,19.7976244997102,16,0.077,-0.664,0.004,0.066,0.808,14
INVERT:EC50:1:Intoxication,FISH:NOEC:42:Growth,6,12.2116799806793,-12.3336540181719,2.34678115197859,58.7184701187775,0.778252446048654,12.2116773306378,-23.1407369317567,47.5640915930323,-12.3336516063585,-40.4870864222358,15.8197832095189,6,0.545,-1.716,0.039,0.198,0.707,4
INVERT:EC50:1:Intoxication,FISH:NOEC:60:Growth,8,27.1623331479821,-5.78844621915993,8.94174313960812,825.761419506095,0.399523659109041,27.1623192078874,-138.407927285576,192.73256570135,-5.78844393409003,-52.0569331708908,40.4800453027108,8,0.049,-1.344,0.001,0.032,0.94,6
INVERT:EC50:1:Intoxication,FISH:NOEC:7:Mortality,20,0.932726216761121,-0.676083811555981,21.6354319063784,2.02288929568571,0.641843892385371,0.93272365417418,0.419773871775907,1.44567343657245,-0.676082458599656,-1.55993085490081,0.207765937701497,20,0.613,-0.507,0.411,0.641,0.002,18
INVERT:EC50:1:Intoxication,ALGAE:EC50:2:Biomass: Productivity measurement equivalent to yield and standing crop. Total mass or weight of a living organism per area or volume measure either directly through dry weight or indirectly.,23,0.910583846355713,0.00374330149247735,5.38190105783877,0.428016259497407,0.619824982865044,0.910588308469779,0.351271917148107,1.46990469979145,0.00373790289938133,-0.812028856079528,0.819504661878291,23,0.583,0.4,0.382,0.618,0.002,21
INVERT:EC50:1:Intoxication,INVERT:EC50:2:Population Growth: Rate of growth. Equivalent to intrinsic rate of increase and maximum possible rate of growth for species. Calculated by relating biomass or abundance to time. Life table data and germination rates are included.,14,0.90644004300159,1.16548923538658,5.06861119253349,0.659510872008211,0.6402479323699,0.906441932019418,-1.0337246689511,2.84660853298993,1.16548796154288,-0.874727013796984,3.20570293688275,14,0.6,1.372,0.408,0.638,0.014,12
INVERT:EC50:1:Intoxication,ALGAE:EC50:4:Population,55,-0.00391457574897777,0.469061121207381,87.5017065382466,1.59096449828974,0.113046848677154,-0.00393297221130256,-1.27725202947155,1.26938608504894,0.469066159483594,-0.094640491211249,1.03277281017844,55,-0.001,0.468,0,-0.001,0.995,53
INVERT:EC50:1:Intoxication,ALGAE:EC50:3:Population,52,0.0684337839427773,0.524570673213977,65.407031784948,1.26371817058083,0.215537277304495,0.0684330954811698,-0.654742228731466,0.791608419693806,0.524570985727713,0.0247489488268685,1.02439302262856,52,0.024,0.545,0.001,0.03,0.832,50
INVERT:EC50:1:Intoxication,ALGAE:EC50:2:Population,48,0.439311546319957,0.442657780300801,58.8521289184995,1.46271404254604,0.285930541350077,0.439306915377363,-0.328540894240931,1.20715472499566,0.442659904630869,-0.201082820313001,1.08640262957474,48,0.176,0.563,0.046,0.215,0.143,46
INVERT:EC50:1:Intoxication,ALGAE:EC50:4:Photosynthesis: Change in plant productivity indicated by change in 14C or CO2 uptake or oxygen production.,17,-22.1059972832761,14.0534412241059,13.3559603094677,384.710671313939,0.570963032491408,-22.1059947858446,-163.48357489123,119.271585319541,14.0534396314173,-78.5852074279461,106.692086690781,17,-0.12,0.032,0.004,-0.063,0.811,15
INVERT:EC50:1:Intoxication,FISH:LC50:5.8:Mortality,5,0.249281147644839,1.34908589057878,2.90575790217975,0.617264973431374,0.779456416146639,0.249287574077669,-2.45183396135277,2.95040910950811,1.34908159756138,-3.37267178852973,6.07083498365248,5,0.217,1.371,0.254,0.504,0.386,3
INVERT:EC50:1:Intoxication,INVERT:LD50:2:Mortality,5,-2.2755625153193,-2.83995003804718,5.83025360700199,7.20407679765624,0.217338299619016,-2.27557645979004,-13.1414872901048,8.59033437052468,-2.83996926276112,-17.0667361168721,11.3867975913499,5,-0.188,0.039,0.026,-0.162,0.795,3
INVERT:EC50:1:Intoxication,ALGAE:NOEC:10:Population,8,-0.516496571160336,-0.0950719144521534,7.76949398906588,1.23026898281264,0.402390696893305,-0.516506151964868,-2.09397412039041,1.06096181646067,-0.0950720953456398,-1.31260136387802,1.12245717318674,8,-0.266,-0.09,0.114,-0.337,0.414,6
INVERT:EC50:1:Intoxication,ALGAE:EC50:4:Mortality/Growth,14,-0.3900696744883,-0.885128140463184,11.5047682368695,0.946804912917342,0.414605103531807,-0.390080681155607,-1.81088145818098,1.03072009586976,-0.885127202433385,-1.733564591146,-0.0366898137207674,14,-0.215,-0.9,0.087,-0.295,0.306,12
INVERT:EC50:1:Intoxication,FISH:LC50:6:Mortality,17,0.899911314758354,0.28313011462389,18.6948590924953,1.99027710469882,0.595513084697372,0.899920553695693,0.211674319642406,1.58816678774898,0.283135824921998,-0.49802634034568,1.06429799018968,17,0.557,0.071,0.352,0.593,0.012,15
INVERT:EC50:1:Intoxication,FISH:LC50:2.8:Mortality,5,0.884557105918801,0.620014538539456,1.14446597171609,0.407988676850694,0.879617674810274,0.884562389055927,0.100265084374646,1.66885969373721,0.62000227217366,-1.04390044214085,2.28390498648817,5,0.788,0.843,0.771,0.878,0.05,3
INVERT:EC50:1:Intoxication,ALGAE:EC50:4:Growth,34,1.62285258221066,-0.436356148579994,27.903142626828,2.98206671346048,0.21062725165886,1.62283497608299,-1.5371151272789,4.78278507944488,-0.436348224380351,-2.36025969806423,1.48756324930353,34,0.208,0.201,0.036,0.189,0.284,32
INVERT:EC50:1:Intoxication,INVERT:NOEC:28:Mortality/Growth,6,1.89203191924037,-0.448217219045431,2.7222906534059,2.07791755175447,0.878490350252719,1.89203787475611,0.62706827909471,3.15700747041751,-0.448207631424517,-3.43827848738603,2.541863224537,6,1.437,-1.181,0.698,0.835,0.038,4
INVERT:EC50:1:Intoxication,ALGAE:NOEC:4:Mortality/Growth,18,-0.881736203379325,-0.880184799530415,20.1312168689795,1.98791151203305,0.203432093590125,-0.881732370467293,-5.14087161350121,3.37740687256663,-0.880187686399121,-4.86838261479772,3.10800724199948,18,-0.197,-1.396,0.041,-0.202,0.422,16
INVERT:EC50:1:Intoxication,ALGAE:NOEC:5:Mortality/Growth,9,19.631224727409,-18.0055497155969,7.43224767763551,319.078766913589,0.412180950296918,19.6312257268351,-1282.88103091184,1322.14348236551,-18.0055505546685,-1312.25938440155,1276.24828329221,9,0.071,-1.584,0.002,0.046,0.907,7
INVERT:EC50:1:Intoxication,ALGAE:NOEL:4:Population,12,-1.3093134489232,-0.671911169698082,6.41367555722122,1.45072087637637,0.599473915959197,-1.30930520192279,-3.0229498265879,0.404339422742329,-0.671913204775392,-1.77550326594573,0.431676856394944,12,-0.687,-0.826,0.343,-0.586,0.045,10
INVERT:EC50:1:Intoxication,INVERT:NOEC:14:Reproduction,9,0.758629643915742,-1.11030603262048,6.77635598916725,1.18625302025152,0.771444503789148,0.758628898823293,-0.405564459381272,1.92282225702786,-1.11030569193547,-2.54429808497419,0.323686701103245,9,0.615,-1.045,0.577,0.76,0.018,7
INVERT:EC50:1:Intoxication,INVERT:LC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,5,0.732156469135325,-0.342669662213977,1.33293924774286,0.409493091467577,0.72755302399457,0.732164209325444,-5.35404132840287,6.81836974705376,-0.342652086540138,-17.552692296371,16.8673881232908,5,0.569,-0.714,0.505,0.711,0.178,3
INVERT:EC50:1:Intoxication,INVERT:NOEC:14:Mortality,11,0.930405157021974,-0.692236486790641,6.02627572752357,1.02208581336637,0.892434933982384,0.930413997455579,0.7543671276352,1.10646086727596,-0.692236740537576,-1.37687665752198,-0.00759682355317026,11,0.836,-0.69,0.796,0.892,0,9
INVERT:EC50:1:Intoxication,INVERT:EC50:4:Mortality,9,1.03165515785987,-0.593499863259133,2.30061767006696,0.527688166983997,0.862883703783912,1.03164987838441,-0.0182723966107108,2.08157215337953,-0.593497961907328,-1.73822775854077,0.551231834726116,9,0.886,-0.541,0.744,0.863,0.003,7
INVERT:EC50:1:Intoxication,FISH:NOEC:28:Mortality/Growth,6,0.620852042300812,-0.923166603099763,6.71164717772678,1.54978338306611,0.732483824737185,0.620838562590127,0.112559423363451,1.1291177018168,-0.923174965121525,-2.21193338264223,0.365583452399178,6,0.495,-1.001,0.482,0.694,0.126,4
INVERT:EC50:1:Intoxication,INVERT:EC50:1:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,11,0.0785243460098028,-1.65824502423459,6.44724124827913,0.58972685526589,0.613712844202947,0.0785235998551598,-0.229639419988594,0.386686619698914,-1.65824598786474,-2.27689991922538,-1.03959205650411,11,0.06,-1.683,0.015,0.12,0.724,9
INVERT:EC50:1:Intoxication,"INVERT:EC50:2:Development: Change in ability to grow to a more mature life stage and in time between separate life stages, molting, ability to germinate and cell cleavage.",14,1.19399027272812,0.432170206770399,14.0234816584338,2.42968115784008,0.651184523879611,1.19398304768878,0.578515890131004,1.80945020524656,0.432167956868541,-0.468946267304618,1.3332821810417,14,0.724,0.286,0.416,0.645,0.013,12
INVERT:EC50:1:Intoxication,FISH:EC50:3:Mortality,9,0.522641361417212,0.461274226003317,8.6250851681171,1.22011795765063,0.489843234986966,0.522624884990567,-0.0232349948343007,1.06848476481543,0.461260262146974,-0.242132383266361,1.16465290756031,9,0.314,0.285,0.175,0.419,0.262,7
INVERT:EC50:1:Intoxication,INVERT:LC50:3:Mortality,23,0.936072171659441,0.0759986887887892,21.9990552260615,1.79457877469387,0.701109339469747,0.93605910328797,0.578406820022658,1.29371138655328,0.0759929018610572,-0.42550407548993,0.577489879212045,23,0.669,-0.042,0.49,0.7,0,21
INVERT:EC50:1:Intoxication,INVERT:EC50:1:Mortality,22,1.0960249198987,0.358578604587964,8.39152441042263,0.839637099270942,0.876392871371115,1.09603909082211,0.808374345357287,1.38370383628694,0.358576393464876,-0.0829648653839512,0.800117652313704,22,0.949,0.382,0.767,0.876,0,20
INVERT:EC50:1:Intoxication,"INVERT:MATC:21:Reproduction: Change in male and/or female reproductive ability, fertilization and fertilization rate. Includes vegetative reproductive processes.",10,1.21679056043574,-1.09497310690356,1.75000752395862,0.434103238271543,0.874499591926234,1.21677712686375,0.169665168676933,2.26388908505057,-1.09497118664221,-1.79231330276427,-0.397629070520139,10,1.033,-1.069,0.758,0.871,0.001,8
INVERT:EC50:1:Intoxication,FISH:NOEC:29:Mortality,6,1.04441806841793,-0.394235934815791,2.47312095075998,0.861803965550035,0.777441161946974,1.04442247705611,0.513318004716955,1.57552694939527,-0.394232648155628,-1.25268851843153,0.46422322212027,6,0.804,-0.574,0.604,0.777,0.069,4
INVERT:EC50:1:Intoxication,"INVERT:EC50:14:Development: Change in ability to grow to a more mature life stage and in time between separate life stages, molting, ability to germinate and cell cleavage.",5,0.515953611483892,0.681242208411999,1.23824877139888,0.313576132064244,0.726833792186183,0.515960905222051,-0.733406421574151,1.76532823201825,0.681243624727148,-0.320583557638294,1.68307080709259,5,0.417,0.662,0.427,0.653,0.232,3
INVERT:EC50:1:Intoxication,ALGAE:NOEC:3:Growth,40,0.860649957037203,-0.617628844961578,13.476692037015,0.586478127664115,0.79536492525803,0.860654795329888,0.578412070464171,1.1428975201956,-0.617633913894765,-1.04357274565981,-0.191695082129717,40,0.703,-0.453,0.627,0.792,0,38
INVERT:EC50:1:Intoxication,INVERT:NOEC:7:Growth,7,1.1299569111216,-1.46198514429579,0.30319737382473,0.0986172250574104,0.994015218957782,1.1299651347207,1.02528151849225,1.23464875094916,-1.46200043262552,-1.95135455300937,-0.972646312241664,7,1.122,-1.448,0.988,0.994,0,5
INVERT:EC50:1:Intoxication,INVERT:EC10:21:Reproduction,5,-5.83474433893646,3.83412536505251,1.31411458429268,9.21042977032238,0.29815088174596,-5.83474383776104,-30.4076914323161,18.738203756794,3.83412492776927,-17.795699330566,25.4639491861046,5,-0.138,-1.136,0.011,-0.103,0.869,3
INVERT:EC50:1:Intoxication,FISH:NOEL:15:Growth,5,-1.36356015578004,-3.58889689550524,15.5285106847127,8.88012262418874,0.149791724375867,-1.36355030803713,-10.9941535002258,8.26705288415151,-3.58888458721988,-17.5951118809047,10.417342706465,5,-0.15,-2.072,0.02,-0.143,0.819,3
INVERT:EC50:1:Intoxication,ALGAE:EC10:3:Population,14,0.0726369702648018,-0.588799600594113,21.4093980706049,1.53731120187543,0.225183959684441,0.0726526099761931,-2.77121258076412,2.91651780071651,-0.588806086757155,-2.8205696297232,1.64295745620889,14,0.027,-0.57,0.001,0.033,0.91,12
INVERT:EC50:1:Intoxication,FISH:NOEL:14:Growth,7,-11.765671242966,3.23788196100582,0.724971222100905,14.440496688773,0.936354609639018,-11.7656545057842,-49.8796291178632,26.3483201062949,3.23787655878146,-8.47473522530826,14.9504883428712,7,-2.05,0.102,0.168,-0.41,0.36,5
INVERT:EC50:1:Intoxication,FISH:LC50:28:Mortality,7,13.7682439855174,-2.82783811079555,3.5598639054817,96.9119766162353,0.702223827635036,13.7682640340319,-968.928067478767,996.46459554683,-2.82783986706179,-340.362114210731,334.706434476607,7,0.333,-1.651,0.02,0.141,0.763,5
INVERT:EC50:1:Intoxication,"FISH:NOEC:NA:Growth, Weight",5,5.49591290670166,-9.03928074187053,0.71133103875663,4.43942536078377,0.938602869288077,5.49591355303362,0.167750532487389,10.8240765735799,-9.03928168123608,-14.1231555036898,-3.95540785878232,5,2.72,-5.005,0.479,0.692,0.196,3
INVERT:EC50:1:Intoxication,ALGAE:EC50:5:Population,20,1.66637833792359,-1.57634735557952,29.3419979475708,5.54096748849721,0.0566166488417796,1.66636578196425,-20.0983603775668,23.4310919414953,-1.57633850726541,-18.5547046232717,15.4020276087409,20,0.051,-0.438,0.002,0.05,0.834,18
INVERT:EC50:1:Intoxication,INVERT:NOEC:28:Growth,7,1.37807406093841,-1.22807904962979,2.44520591736584,1.01269534567257,0.642677968039734,1.37806904800315,-0.479878653448211,3.2360167494545,-1.22807903801652,-2.32762039510761,-0.128537680925434,7,0.763,-1.227,0.389,0.624,0.135,5
INVERT:EC50:1:Intoxication,"INVERT:NOEC:7:Reproduction: Change in male and/or female reproductive ability, fertilization and fertilization rate. Includes vegetative reproductive processes.",7,1.65172110261342,-1.2910418724591,2.62054849839743,1.39569761661804,0.807725550588571,1.65171822524067,-0.160982741321376,3.46441919180272,-1.29104257320843,-2.5121693812536,-0.0699157651632552,7,1.144,-1.415,0.596,0.772,0.042,5
INVERT:EC50:1:Intoxication,INVERT:NOEC:16:Growth,5,0.46735280288113,-1.18774691872435,0.495489674538106,0.120742771310908,0.393481840936421,0.467351089173117,-4.38689349421817,5.32159567256441,-1.18774575950097,-3.54043065295395,1.16493913395201,5,0.241,-1.035,0.097,0.312,0.609,3
INVERT:EC50:1:Intoxication,INVERT:EC10:16:Growth,5,0.156445137368354,-0.363493280037122,0.51413046291432,0.105342769528381,0.33649110131204,0.156444921463882,-4.54364791799746,4.85653776092522,-0.363493133990356,-2.62360270553635,1.89661643755564,5,0.078,-0.31,0.012,0.108,0.862,3
INVERT:EC50:1:Intoxication,ALGAE:NOEC:7:Population,10,-0.467410574166306,-0.625307270336593,7.85745824953877,0.957409793505484,0.29191540883494,-0.467430671963241,-2.04068365106138,1.1058223071349,-0.625316130654044,-1.50974474739672,0.259112486088633,10,-0.189,-0.502,0.052,-0.228,0.526,8
INVERT:EC50:1:Intoxication,ALGAE:NOEC:5:Population,6,-0.153366552399888,0.0239052643559209,5.90483777393089,1.00728787184843,0.61293457769587,-0.153364983988499,-0.798398632401635,0.491668664424637,0.0239057069243805,-1.20266404363341,1.25047545748217,6,-0.116,0.034,0.051,-0.226,0.666,4
INVERT:EC50:1:Intoxication,ALGAE:EC50:3:Population Growth: Rate of growth. Equivalent to intrinsic rate of increase and maximum possible rate of growth for species. Calculated by relating biomass or abundance to time. Life table data and germination rates are included.,5,-0.629259597350615,-0.262048539066059,0.942857747096221,0.263239780975693,0.83327995321627,-0.629260125088966,-0.862779501466526,-0.395740748711405,-0.262048627340497,-0.864639453518483,0.340542198837489,5,-0.552,-0.249,0.649,-0.805,0.1,3
INVERT:EC50:1:Intoxication,ALGAE:NOEC:10:Population Growth: Rate of growth. Equivalent to intrinsic rate of increase and maximum possible rate of growth for species. Calculated by relating biomass or abundance to time. Life table data and germination rates are included.,5,-0.513909999289605,-1.27972598067928,2.33016660373184,0.589114345986031,0.592674424693042,-0.513925724763964,-3.52333013465591,2.49547868512799,-1.27972861106879,-3.02343874972973,0.463981527592153,5,-0.358,-1.254,0.264,-0.513,0.376,3
INVERT:EC50:1:Intoxication,ALGAE:NOEC:3:Population Growth: Rate of growth. Equivalent to intrinsic rate of increase and maximum possible rate of growth for species. Calculated by relating biomass or abundance to time. Life table data and germination rates are included.,6,-0.78719052665364,-0.868706900453985,2.8299850067119,0.763939795717305,0.678773315016029,-0.787191989105619,-22.1522405004405,20.5778565222292,-0.868706683240872,-14.9610300877224,13.2236167212406,6,-0.569,-0.901,0.447,-0.668,0.147,4
INVERT:EC50:1:Intoxication,FISH:NOEC:85:Growth,6,1.6000122840609,-1.95838844942985,0.731834135987493,0.434226381981702,0.883926286273363,1.60002714711187,-3.00863666359663,6.20869095782037,-1.95840254780869,-4.9765895346926,1.05978443907523,6,1.297,-1.671,0.743,0.862,0.027,4
INVERT:EC50:1:Intoxication,INVERT:NOEC:2:Mortality,7,2.17088255115929,-1.86973171971273,3.13271480264912,2.556622446685,0.474682115498895,2.17087389166224,-4.80190148135133,9.14364926467581,-1.86972676880906,-6.25815143673859,2.51869789912047,7,0.522,-0.927,0.144,0.379,0.401,5
INVERT:EC50:1:Intoxication,INVERT:EC50:2:Growth,17,1.59702442352392,-0.120698782701646,5.49118391346935,1.14684571474267,0.579102677028748,1.59704178193219,-2.03996204766783,5.23404561153221,-0.120714657659061,-2.8031063610198,2.56167704570168,17,0.697,0.702,0.29,0.538,0.026,15
INVERT:EC50:1:Intoxication,"INVERT:LC50:1:Mortality, Mortality",16,1.04257927472866,-0.402803593485606,7.38615653499095,0.963418656796761,0.867603355136751,1.04258881866439,0.858584053615176,1.22659358371359,-0.402804077173792,-0.933468692557469,0.127860538209885,16,0.899,-0.396,0.752,0.867,0,14
INVERT:EC50:1:Intoxication,"INVERT:LC50:2:Mortality, Mortality",33,1.02561267458848,-0.145912986226252,9.37947837356112,0.583199297729335,0.849400536308495,1.02562599489089,0.77486009841791,1.27639189136388,-0.14591883137061,-0.507968022851618,0.216130360110398,33,0.868,-0.077,0.721,0.849,0,31
INVERT:EC50:1:Intoxication,"FISH:LC50:4:Mortality, Mortality",33,0.57678170850708,0.457205463581625,18.8623995369291,0.761742080442763,0.621620943105407,0.57678267842925,0.172338174635408,0.981227182223092,0.457205144860681,0.0446825302316798,0.869727759489682,33,0.41,0.512,0.321,0.566,0.001,31
